"","gene","accession_idsorted","SRTM_elevation","annotation","symbol"
"2586","AT1G29110",9524,0.37,"Cysteine proteinases superfamily protein(AT1G29110)","AT1G29110"
"2650","AT1G29785",6970,0.37,"ncRNA(AT1G29785)","AT1G29785"
"2783","AT1G31230",9880,0.37,"aspartate kinase-homoserine dehydrogenase i(AK-HSDH I)","AK-HSDH I"
"2814","AT1G31690",9855,0.37,"Copper amine oxidase family protein(AT1G31690)","AT1G31690"
"3276","AT1G45000",9584,0.37,"AAA-type ATPase family protein(AT1G45000)","AT1G45000"
"3897","AT1G53645",9832,0.37,"hydroxyproline-rich glycoprotein family protein(AT1G53645)","AT1G53645"
"4302","AT1G60060",9819,0.37,"Serine/threonine-protein kinase WNK (With No Lysine)-like protein(AT1G60060)","AT1G60060"
"4713","AT1G64560",9845,0.37,"miscRNA(AT1G64560)","AT1G64560"
"5352","AT1G71170",9593,0.37,"6-phosphogluconate dehydrogenase family protein(AT1G71170)","AT1G71170"
"5543","AT1G73270",9531,0.37,"serine carboxypeptidase-like 6(scpl6)","scpl6"
"5988","AT1G77810",9547,0.37,"Galactosyltransferase family protein(AT1G77810)","AT1G77810"
"8440","AT2G31750",9586,0.37,"UDP-glucosyl transferase 74D1(UGT74D1)","UGT74D1"
"10034","AT2G47970",9587,0.37,"Nuclear pore localization protein NPL4(AT2G47970)","AT2G47970"
"10448","AT3G04970",9825,0.37,"DHHC-type zinc finger family protein(AT3G04970)","AT3G04970"
"11178","AT3G12620",9531,0.37,"Protein phosphatase 2C family protein(AT3G12620)","AT3G12620"
"13738","AT3G52050",9588,0.37,"5'-3' exonuclease family protein(AT3G52050)","AT3G52050"
"13811","AT3G52820",9825,0.37,"purple acid phosphatase 22(PAP22)","PAP22"
"13932","AT3G54130",9543,0.37,"Josephin family protein(AT3G54130)","AT3G54130"
"15554","AT4G10260",9518,0.37,"pfkB-like carbohydrate kinase family protein(AT4G10260)","AT4G10260"
"16375","AT4G18372",9543,0.37,"Small nuclear ribonucleoprotein family protein(AT4G18372)","AT4G18372"
"16985","AT4G24930",9533,0.37,"thylakoid lumenal 17.9 kDa protein, chloroplast(AT4G24930)","AT4G24930"
"17277","AT4G27880",9846,0.37,"Protein with RING/U-box and TRAF-like domain(AT4G27880)","AT4G27880"
"18152","AT4G36970",9593,0.37,"Remorin family protein(AT4G36970)","AT4G36970"
"19219","AT5G08640",9905,0.37,"flavonol synthase 1(FLS1)","FLS1"
"19615","AT5G13450",9598,0.37,"delta subunit of Mt ATP synthase(ATP5)","ATP5"
"20288","AT5G20470",9568,0.37,"myosin(HDK)","HDK"
"20845","AT5G27540",9871,0.37,"MIRO-related GTP-ase 1(MIRO1)","MIRO1"
"20902","AT5G28145",9593,0.37,"hypothetical protein(AT5G28145)","AT5G28145"
"21543","AT5G41820",9568,0.37,"RAB geranylgeranyl transferase alpha subunit 2(RGTA2)","RGTA2"
"21548","AT5G41860",9593,0.37,"transmembrane protein(AT5G41860)","AT5G41860"
"21613","AT5G42540",9586,0.37,"exoribonuclease 2(XRN2)","XRN2"
"21684","AT5G43240",9593,0.37,"hypothetical protein (DUF674)(AT5G43240)","AT5G43240"
"21698","AT5G43400",9944,0.37,"plant/protein(AT5G43400)","AT5G43400"
"21926","AT5G45605",9825,0.37,"hypothetical protein(AT5G45605)","AT5G45605"
"22173","AT5G48180",9905,0.37,"nitrile specifier protein 5(NSP5)","NSP5"
"23298","AT5G60408",9524,0.37,"ncRNA(MIR391)","MIR391"
"23331","AT5G60790",9522,0.37,"ABC transporter family protein(ABCF1)","ABCF1"
"223","AT1G03260",9593,0.36,"SNARE associated Golgi protein family(AT1G03260)","AT1G03260"
"581","AT1G06910",9522,0.36,"TRF-like 7(TRFL7)","TRFL7"
"837","AT1G09510",9601,0.36,"NAD(P)-binding Rossmann-fold superfamily protein(AT1G09510)","AT1G09510"
"1470","AT1G15790",9543,0.36,"mediator of RNA polymerase II transcription subunit 15a-like protein(AT1G15790)","AT1G15790"
"1539","AT1G16500",9547,0.36,"filamentous hemagglutinin transporter(AT1G16500)","AT1G16500"
"1656","AT1G17690",9832,0.36,"U3 small nucleolar RNA-associated protein(NOF1)","NOF1"
"3164","AT1G37113",9524,0.36,"hypothetical protein(AT1G37113)","AT1G37113"
"4792","AT1G65360",9522,0.36,"AGAMOUS-like 23(AGL23)","AGL23"
"6842","AT2G12460",9567,0.36,"hypothetical protein(AT2G12460)","AT2G12460"
"7150","AT2G17560",9586,0.36,"high mobility group B4(HMGB4)","HMGB4"
"7249","AT2G18600",9567,0.36,"Ubiquitin-conjugating enzyme family protein(AT2G18600)","AT2G18600"
"7797","AT2G24683",9588,0.36,"hypothetical protein(AT2G24683)","AT2G24683"
"7846","AT2G25260",9944,0.36,"Hyp O-arabinosyltransferase-like protein(AT2G25260)","AT2G25260"
"8610","AT2G33550",9588,0.36,"Homeodomain-like superfamily protein(AT2G33550)","AT2G33550"
"8631","AT2G33775",9526,0.36,"ralf-like 19(RALFL19)","RALFL19"
"9566","AT2G43270",9844,0.36,"F-box and associated interaction domains-containing protein(AT2G43270)","AT2G43270"
"10011","AT2G47760",9855,0.36,"asparagine-linked glycosylation 3(ALG3)","ALG3"
"10130","AT3G01760",9557,0.36,"Transmembrane amino acid transporter family protein(AT3G01760)","AT3G01760"
"10308","AT3G03550",9593,0.36,"RING/U-box superfamily protein(AT3G03550)","AT3G03550"
"10656","AT3G06940",9846,0.36,"hypothetical protein(MUG5)","MUG5"
"12216","AT3G23160",9832,0.36,"plant/protein (DUF668)(AT3G23160)","AT3G23160"
"12635","AT3G27610",9518,0.36,"Nucleotidylyl transferase superfamily protein(AT3G27610)","AT3G27610"
"14028","AT3G55110",9518,0.36,"ABC-2 type transporter family protein(ABCG18)","ABCG18"
"14186","AT3G56780",9832,0.36,"FBD, F-box and Leucine Rich Repeat domains containing protein(AT3G56780)","AT3G56780"
"14362","AT3G58730",9874,0.36,"vacuolar ATP synthase subunit D (VATD) / V-ATPase D subunit / vacuolar proton pump D subunit (VATPD)(AT3G58730)","VATPD"
"14485","AT3G60176",9587,0.36,"ncRNA(AT3G60176)","AT3G60176"
"14631","AT3G61660",9871,0.36,"hypothetical protein(AT3G61660)","AT3G61660"
"14670","AT3G62050",6970,0.36,"Putative endonuclease or glycosyl hydrolase(AT3G62050)","AT3G62050"
"14765","AT3G63080",9846,0.36,"glutathione peroxidase 5(GPX5)","GPX5"
"15168","AT4G03330",9825,0.36,"syntaxin of plants 123(SYP123)","SYP123"
"15209","AT4G04020",9874,0.36,"fibrillin(FIB)","FIB"
"15275","AT4G04780",9855,0.36,"mediator 21(MED21)","MED21"
"15448","AT4G08867",9905,0.36,"hypothetical protein(AT4G08867)","AT4G08867"
"16076","AT4G15500",9584,0.36,"UDP-Glycosyltransferase superfamily protein(UGT84A4)","UGT84A4"
"16555","AT4G20330",9593,0.36,"Transcription initiation factor TFIIE, beta subunit(AT4G20330)","AT4G20330"
"16734","AT4G22305",9855,0.36,"alpha/beta-Hydrolases superfamily protein(AT4G22305)","AT4G22305"
"17963","AT4G34960",6970,0.36,"Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein(AT4G34960)","AT4G34960"
"19158","AT5G08090",9526,0.36,"transmembrane protein(AT5G08090)","AT5G08090"
"19389","AT5G10740",9905,0.36,"Protein phosphatase 2C family protein(AT5G10740)","AT5G10740"
"19665","AT5G13970",9518,0.36,"midasin-like protein(AT5G13970)","AT5G13970"
"20562","AT5G24090",9587,0.36,"chitinase A(CHIA)","CHIA"
"20614","AT5G24580",8357,0.36,"Heavy metal transport/detoxification superfamily protein(AT5G24580)","AT5G24580"
"20816","AT5G27190",6970,0.36,"hypothetical protein(AT5G27190)","AT5G27190"
"21007","AT5G34780",9819,0.36,"Thiamin diphosphate-binding fold (THDP-binding) superfamily protein(AT5G34780)","AT5G34780"
"21062","AT5G35520",9547,0.36,"minichromosome instability 12 (mis12)-like protein(MIS12)","MIS12"
"21438","AT5G40700",9557,0.36,"transcriptional regulator ATRX-like protein(AT5G40700)","AT5G40700"
"21520","AT5G41610",9844,0.36,"cation/H+ exchanger 18(CHX18)","CHX18"
"21537","AT5G41765",9543,0.36,"DNA-binding storekeeper protein-related transcriptional regulator(AT5G41765)","AT5G41765"
"21602","AT5G42440",9526,0.36,"Protein kinase superfamily protein(AT5G42440)","AT5G42440"
"21901","AT5G45380",9905,0.36,"urea-proton symporter DEGRADATION OF UREA 3 (DUR3)(DUR3)","DUR3"
"21910","AT5G45470",9533,0.36,"transmembrane protein, putative (DUF594)(AT5G45470)","AT5G45470"
"23265","AT5G60030",9524,0.36,"hypothetical protein(AT5G60030)","AT5G60030"
"23312","AT5G60590",9588,0.36,"DHBP synthase RibB-like alpha/beta domain-containing protein(AT5G60590)","AT5G60590"
"23400","AT5G61540",9524,0.36,"N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein(AT5G61540)","AT5G61540"
"23526","AT5G63000",9855,0.36,"Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein(AT5G63000)","AT5G63000"
"23527","AT5G63010",9871,0.36,"Transducin/WD40 repeat-like superfamily protein(AT5G63010)","AT5G63010"
"23637","AT5G64160",9522,0.36,"plant/protein(AT5G64160)","AT5G64160"
"773","AT1G08845",9844,0.35,"Ribosomal L18p/L5e family protein(AT1G08845)","AT1G08845"
"1267","AT1G13810",9547,0.35,"Restriction endonuclease, type II-like superfamily protein(AT1G13810)","AT1G13810"
"1346","AT1G14590",9598,0.35,"Nucleotide-diphospho-sugar transferase family protein(AT1G14590)","AT1G14590"
"1421","AT1G15270",9846,0.35,"Translation machinery associated TMA7(AT1G15270)","AT1G15270"
"2906","AT1G32730",9588,0.35,"electron carrier/iron ion-binding protein(AT1G32730)","AT1G32730"
"4223","AT1G58210",9557,0.35,"EMBRYO DEFECTIVE protein(EMB1674)","EMB1674"
"4428","AT1G61580",9560,0.35,"R-protein L3 B(RPL3B)","RPL3B"
"4810","AT1G65510",9601,0.35,"transmembrane protein(AT1G65510)","AT1G65510"
"4841","AT1G65890",9588,0.35,"acyl activating enzyme 12(AAE12)","AAE12"
"5896","AT1G76870",9593,0.35,"transcription factor(AT1G76870)","AT1G76870"
"6420","AT2G02340",9944,0.35,"phloem protein 2-B8(PP2-B8)","PP2-B8"
"6594","AT2G04520",9522,0.35,"Nucleic acid-binding, OB-fold-like protein(AT2G04520)","AT2G04520"
"6843","AT2G12461",9568,0.35,"hypothetical protein(AT2G12461)","AT2G12461"
"7858","AT2G25410",9557,0.35,"RING/U-box superfamily protein(AT2G25410)","AT2G25410"
"8401","AT2G31300",9557,0.35,"actin-related protein C1B(ARPC1B)","ARPC1B"
"8454","AT2G31910",9874,0.35,"cation/H+ exchanger 21(CHX21)","CHX21"
"9077","AT2G38340",9557,0.35,"Integrase-type DNA-binding superfamily protein(DREB19)","DREB19"
"9137","AT2G38960",9522,0.35,"endoplasmic reticulum oxidoreductins 2(ERO2)","ERO2"
"9237","AT2G39970",8357,0.35,"Mitochondrial substrate carrier family protein(PXN)","PXN"
"9345","AT2G41000",9543,0.35,"Chaperone DnaJ-domain superfamily protein(AT2G41000)","AT2G41000"
"9562","AT2G43235",9601,0.35,"phosphoribosylformylglycinamidine synthase(AT2G43235)","AT2G43235"
"9753","AT2G45140",9543,0.35,"plant VAP homolog 12(PVA12)","PVA12"
"10564","AT3G06040",9522,0.35,"Ribosomal protein L12/ ATP-dependent Clp protease adaptor protein ClpS family protein(AT3G06040)","AT3G06040"
"10861","AT3G09400",9871,0.35,"pol-like 3(PLL3)","PLL3"
"12307","AT3G24150",9567,0.35,"hypothetical protein(AT3G24150)","AT3G24150"
"12410","AT3G25490",9568,0.35,"Protein kinase family protein(AT3G25490)","AT3G25490"
"12437","AT3G25720",9533,0.35,"RNA-directed DNA polymerase (reverse transcriptase)-related family protein(AT3G25720)","AT3G25720"
"12556","AT3G26820",9832,0.35,"Esterase/lipase/thioesterase family protein(AT3G26820)","AT3G26820"
"12558","AT3G26840",9845,0.35,"Esterase/lipase/thioesterase family protein(PES2)","PES2"
"12830","AT3G29810",9846,0.35,"COBRA-like protein 2 precursor(COBL2)","COBL2"
"13082","AT3G44798",9543,0.35,"ncRNA(AT3G44798)","AT3G44798"
"13194","AT3G46320",9588,0.35,"Histone superfamily protein(AT3G46320)","AT3G46320"
"14352","AT3G58630",9598,0.35,"sequence-specific DNA binding transcription factor(AT3G58630)","AT3G58630"
"14756","AT3G62990",9588,0.35,"myelin transcription factor-like protein(AT3G62990)","AT3G62990"
"14821","AT4G00050",9584,0.35,"basic helix-loop-helix (bHLH) DNA-binding superfamily protein(UNE10)","UNE10"
"15080","AT4G02460",9518,0.35,"DNA mismatch repair protein(PMS1)","PMS1"
"15175","AT4G03420",9874,0.35,"hypothetical protein (DUF789)(AT4G03420)","AT4G03420"
"15355","AT4G06652",9533,0.35,"hypothetical protein(AT4G06652)","AT4G06652"
"15862","AT4G13615",9526,0.35,"Uncharacterized protein family SERF(AT4G13615)","AT4G13615"
"15915","AT4G14145",9832,0.35,"cytochrome C oxidase assembly protein(AT4G14145)","AT4G14145"
"15916","AT4G14147",9844,0.35,"binding protein(ARPC4)","ARPC4"
"16090","AT4G15640",9871,0.35,"adenylyl cyclase(AT4G15640)","AT4G15640"
"16136","AT4G16100",9533,0.35,"heat shock protein, putative (DUF789)(AT4G16100)","AT4G16100"
"16258","AT4G17170",9846,0.35,"RAB GTPase homolog B1C(RABB1C)","RABB1C"
"16551","AT4G20300",9584,0.35,"Serine/Threonine-kinase, putative (DUF1639)(AT4G20300)","AT4G20300"
"16864","AT4G23710",9819,0.35,"vacuolar ATP synthase subunit G2(VAG2)","VAG2"
"16869","AT4G23760",9846,0.35,"Cox19-like CHCH family protein(AT4G23760)","AT4G23760"
"16870","AT4G23770",9855,0.35,"hypothetical protein(AT4G23770)","AT4G23770"
"16881","AT4G23885",9526,0.35,"hypothetical protein(AT4G23885)","AT4G23885"
"17069","AT4G25760",9825,0.35,"glutamine dumper 2(GDU2)","GDU2"
"17594","AT4G31300",9524,0.35,"N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein(PBA1)","PBA1"
"17991","AT4G35260",9855,0.35,"isocitrate dehydrogenase 1(IDH1)","IDH1"
"18097","AT4G36440",9905,0.35,"G-protein coupled receptor(AT4G36440)","AT4G36440"
"18531","AT5G01560",9832,0.35,"lectin receptor kinase a4.3(LECRKA4.3)","LECRKA4.3"
"18578","AT5G02040",9522,0.35,"prenylated RAB acceptor 1.A1(PRA1.A1)","PRA1.A1"
"19038","AT5G06760",9601,0.35,"Late Embryogenesis Abundant 4-5(LEA4-5)","LEA4-5"
"19124","AT5G07710",9526,0.35,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein(AT5G07710)","AT5G07710"
"19551","AT5G12420",9832,0.35,"O-acyltransferase (WSD1-like) family protein(AT5G12420)","AT5G12420"
"19629","AT5G13600",6970,0.35,"Phototropic-responsive NPH3 family protein(AT5G13600)","AT5G13600"
"20043","AT5G18000",9533,0.35,"VERDANDI(VDD)","VDD"
"20122","AT5G18730",9588,0.35,"DNAJ heat shock amino-terminal domain protein(AT5G18730)","AT5G18730"
"20407","AT5G22430",9905,0.35,"Pollen Ole e 1 allergen and extensin family protein(AT5G22430)","AT5G22430"
"20709","AT5G25640",9855,0.35,"Rhomboid-related intramembrane serine protease family protein(AT5G25640)","AT5G25640"
"20834","AT5G27395",9588,0.35,"Mitochondrial inner membrane translocase complex, subunit Tim44-related protein(AT5G27395)","AT5G27395"
"20849","AT5G27600",9944,0.35,"long-chain acyl-CoA synthetase 7(LACS7)","LACS7"
"21038","AT5G35205",9593,0.35,"hypothetical protein(AT5G35205)","AT5G35205"
"21662","AT5G43010",9880,0.35,"regulatory particle triple-A ATPase 4A(RPT4A)","RPT4A"
"23059","AT5G57950",9518,0.35,"26S proteasome regulatory subunit(AT5G57950)","AT5G57950"
"23338","AT5G60870",9550,0.35,"Regulator of chromosome condensation (RCC1) family protein(RUG3)","RUG3"
"23780","AT5G65560",9550,0.35,"Pentatricopeptide repeat (PPR) superfamily protein(AT5G65560)","AT5G65560"
"177","AT1G02816",9533,0.34,"pectinesterase (Protein of unknown function, DUF538)(AT1G02816)","AT1G02816"
"648","AT1G07610",9518,0.34,"metallothionein 1C(MT1C)","MT1C"
"694","AT1G08035",9568,0.34,"hypothetical protein(AT1G08035)","AT1G08035"
"828","AT1G09430",9560,0.34,"ATP-citrate lyase A-3(ACLA-3)","ACLA-3"
"1540","AT1G16510",9550,0.34,"SAUR-like auxin-responsive protein family(AT1G16510)","AT1G16510"
"1926","AT1G20610",9819,0.34,"Cyclin B2;3(CYCB2;3)","CYCB2;3"
"1984","AT1G21230",9560,0.34,"wall associated kinase 5(WAK5)","WAK5"
"2085","AT1G22403",9557,0.34,"ncRNA(AT1G22403)","AT1G22403"
"3102","AT1G35560",9550,0.34,"TCP family transcription factor(AT1G35560)","AT1G35560"
"3231","AT1G43890",9522,0.34,"RAB GTPASE HOMOLOG B18(RAB18)","RAB18"
"3390","AT1G48020",9846,0.34,"pectin methylesterase inhibitor 1(PMEI1)","PMEI1"
"3530","AT1G49610",9880,0.34,"F-box family protein(AT1G49610)","AT1G49610"
"4276","AT1G59770",9874,0.34,"hypothetical protein(AT1G59770)","AT1G59770"
"4325","AT1G60460",9557,0.34,"hypothetical protein(AT1G60460)","AT1G60460"
"4413","AT1G61415",9880,0.34,"CAP-gly domain linker(AT1G61415)","AT1G61415"
"4476","AT1G62110",9845,0.34,"Mitochondrial transcription termination factor family protein(AT1G62110)","AT1G62110"
"4651","AT1G63970",9880,0.34,"isoprenoid F(ISPF)","ISPF"
"4739","AT1G64780",9588,0.34,"ammonium transporter 1;2(AMT1;2)","AMT1;2"
"6004","AT1G78010",9844,0.34,"tRNA modification GTPase(AT1G78010)","AT1G78010"
"6125","AT1G79200",9550,0.34,"splicing regulatory glutamine/lysine-rich-like protein(SCI1)","SCI1"
"6217","AT1G80160",6970,0.34,"Lactoylglutathione lyase / glyoxalase I family protein(GLYI7)","GLYI7"
"7015","AT2G15860",9586,0.34,"BAT2 domain protein(AT2G15860)","AT2G15860"
"7324","AT2G19500",9598,0.34,"cytokinin oxidase 2(CKX2)","CKX2"
"7599","AT2G22490",9825,0.34,"Cyclin D2;1(CYCD2;1)","CYCD2;1"
"7805","AT2G24750",9845,0.34,"miscRNA(AT2G24750)","AT2G24750"
"7857","AT2G25355",9550,0.34,"PNAS-3-like protein(AT2G25355)","AT2G25355"
"8459","AT2G31955",8357,0.34,"cofactor of nitrate reductase and xanthine dehydrogenase 2(CNX2)","CNX2"
"8499","AT2G32380",9533,0.34,"Transmembrane protein 97, Putative(AT2G32380)","AT2G32380"
"8538","AT2G32780",9560,0.34,"ubiquitin-specific protease 1(UBP1)","UBP1"
"8615","AT2G33590",9825,0.34,"NAD(P)-binding Rossmann-fold superfamily protein(CRL1)","CRL1"
"9262","AT2G40190",9845,0.34,"UDP-Glycosyltransferase superfamily protein(LEW3)","LEW3"
"9450","AT2G42080",9557,0.34,"Chaperone DnaJ-domain superfamily protein(AT2G42080)","AT2G42080"
"10888","AT3G09690",9819,0.34,"alpha/beta-Hydrolases superfamily protein(AT3G09690)","AT3G09690"
"10903","AT3G09840",9522,0.34,"cell division cycle 48(CDC48)","CDC48"
"10975","AT3G10530",9533,0.34,"Transducin/WD40 repeat-like superfamily protein(AT3G10530)","AT3G10530"
"11695","AT3G17630",9567,0.34,"cation/H+ exchanger 19(CHX19)","CHX19"
"11917","AT3G19910",9880,0.34,"RING/U-box superfamily protein(AT3G19910)","AT3G19910"
"12343","AT3G24535",9584,0.34,"hypothetical protein(AT3G24535)","AT3G24535"
"12477","AT3G26115",9567,0.34,"Pyridoxal-5'-phosphate-dependent enzyme family protein(AT3G26115)","AT3G26115"
"12545","AT3G26760",9567,0.34,"NAD(P)-binding Rossmann-fold superfamily protein(AT3G26760)","AT3G26760"
"12634","AT3G27600",8357,0.34,"SWAP (Suppressor-of-White-APricot)/surp RNA-binding domain-containing protein(AT3G27600)","AT3G27600"
"12841","AT3G30260",9524,0.34,"AGAMOUS-like 79(AGL79)","AGL79"
"12903","AT3G32990",9905,0.34,"miscRNA(AT3G32990)","AT3G32990"
"13758","AT3G52220",9524,0.34,"leukocyte immunoglobulin-like receptor family A protein(AT3G52220)","AT3G52220"
"13838","AT3G53150",9586,0.34,"UDP-glucosyl transferase 73D1(UGT73D1)","UGT73D1"
"14321","AT3G58150",9825,0.34,"Optic atrophy 3 protein (OPA3)(AT3G58150)","OPA3"
"14429","AT3G59520",9871,0.34,"RHOMBOID-like protein 13(RBL13)","RBL13"
"14705","AT3G62460",8357,0.34,"Putative endonuclease or glycosyl hydrolase(AT3G62460)","AT3G62460"
"14846","AT4G00310",9531,0.34,"Putative membrane lipoprotein(EDA8)","EDA8"
"15382","AT4G07950",6970,0.34,"DNA-directed RNA polymerase, subunit M, archaeal(AT4G07950)","AT4G07950"
"16745","AT4G22450",9526,0.34,"hypothetical protein(AT4G22450)","AT4G22450"
"17088","AT4G25950",9543,0.34,"vacuolar ATP synthase G3(VATG3)","VATG3"
"17740","AT4G32680",9568,0.34,"transmembrane protein(AT4G32680)","AT4G32680"
"17935","AT4G34660",9531,0.34,"SH3 domain-containing protein(AT4G34660)","AT4G34660"
"18324","AT4G38630",9601,0.34,"regulatory particle non-ATPase 10(RPN10)","RPN10"
"18841","AT5G04750",9855,0.34,"F1F0-ATPase inhibitor protein(AT5G04750)","AT5G04750"
"19035","AT5G06730",9588,0.34,"Peroxidase superfamily protein(AT5G06730)","AT5G06730"
"19844","AT5G15860",9560,0.34,"prenylcysteine methylesterase(PCME)","PCME"
"20069","AT5G18250",9944,0.34,"transmembrane protein(AT5G18250)","AT5G18250"
"20855","AT5G27660",9526,0.34,"Trypsin family protein with PDZ domain-containing protein(DEG14)","DEG14"
"20913","AT5G28310",9874,0.34,"NAD(P)-binding Rossmann-fold superfamily protein(AT5G28310)","AT5G28310"
"20983","AT5G32621",9905,0.34,"hypothetical protein(AT5G32621)","AT5G32621"
"21305","AT5G39050",9568,0.34,"HXXXD-type acyl-transferase family protein(PMAT1)","PMAT1"
"21444","AT5G40770",9587,0.34,"prohibitin 3(PHB3)","PHB3"
"21685","AT5G43250",9598,0.34,"nuclear factor Y, subunit C13(NF-YC13)","NF-YC13"
"22277","AT5G49290",6970,0.34,"receptor like protein 56(RLP56)","RLP56"
"22325","AT5G49770",9568,0.34,"Leucine-rich repeat protein kinase family protein(AT5G49770)","AT5G49770"
"22335","AT5G49880",9832,0.34,"mitotic checkpoint family protein(MAD1)","MAD1"
"22665","AT5G53770",9584,0.34,"Nucleotidyltransferase family protein(AT5G53770)","AT5G53770"
"22742","AT5G54620",9832,0.34,"Ankyrin repeat family protein(AT5G54620)","AT5G54620"
"22769","AT5G54890",9587,0.34,"RNA-binding CRS1 / YhbY (CRM) domain-containing protein(AT5G54890)","AT5G54890"
"23345","AT5G60940",9587,0.34,"Transducin/WD40 repeat-like superfamily protein(AT5G60940)","AT5G60940"
